-1951	1719	-1685	1245	-829	497	0	54132437	22884080
623	2061	661	1553	339	401	0	54132668	22884075
2078	-578	1640	-468	888	126	0	54132427	22884081
1273	-2153	663	-2497	49	-693	0	54132250	22884076
-1826	-1314	-1166	-630	-26	-242	0	54132479	22884067
-2471	487	-2415	337	-919	193	0	54132372	22884078
132	2226	402	1982	450	708	0	54132557	22884078
1796	1024	1188	546	126	394	0	54132405	22884070
1897	-1907	1453	-1491	385	-599	0	54132196	22884072
-701	-2351	-575	-1753	-129	-453	0	54132468	22884068
-2408	120	-1944	466	-686	4	0	54132220	22884071
-1025	2345	-535	1315	-287	111	0	54132058	22884113
1355	1962	1449	1562	429	438	0	54132319	22884070
2665	-378	2041	-316	783	38	0	54132157	22884070
485	-2668	163	-2212	81	-734	0	54131927	22884069
-1722	-1259	-1330	-957	-164	-209	0	54132209	22884061
-1891	386	-1569	604	-533	232	0	54132041	22884068
-288	2835	-118	2147	58	1153	0	54131844	22884071
1893	1332	1345	1356	635	556	0	54132157	22884070
2389	-606	1777	-552	497	-194	0	54131974	22884064
347	-2335	95	-1759	93	-417	0	54131766	22884062
-1862	-1224	-1438	-1224	-696	-428	0	54132065	22884069
-1919	901	-1409	707	-559	-217	0	54131866	22884066
-396	2166	-492	1344	-212	250	0	54131737	22884059
1560	1954	1288	1122	692	228	0	54131988	22884065
2376	-974	1660	-400	202	-132	0	54131828	22884106
635	-2135	173	-1373	39	-37	0	54131621	22884114
-1167	-2641	-549	-1247	-245	-163	0	54131982	22884102
-2468	-170	-2026	6	-492	168	0	54131791	22884062
-1235	2217	-983	1399	-187	67	0	54131630	22884107
902	2120	990	1796	366	520	0	54131893	22884065
2174	316	1406	-8	-26	-432	0	54131717	22884061
1492	-1616	1388	-962	726	122	0	54131613	22884066
-915	-2495	-621	-1443	67	-241	0	54131838	22884104
-2091	-701	-1729	-503	-543	-133	0	54131695	22884063
-2272	1316	-1650	898	-406	72	0	54131561	22884106
186	2352	356	1752	-134	116	0	54131804	22884111
1863	1147	1125	855	171	215	0	54131690	22884057
2333	-1023	1409	-547	115	-83	0	54131517	22884106
311	-2607	205	-1885	145	-309	0	54131330	22884106
-1615	-2279	-1437	-1239	-621	-547	0	54131621	22884066
-2616	170	-1666	226	-426	118	0	54131479	22884107
-1382	2048	-806	1554	-198	528	0	54131317	22884063
117	2309	97	1315	-231	441	0	54131678	22884062
2762	832	2430	764	878	220	0	54131482	22884065
2161	-1228	1499	-838	745	-204	0	54131343	22884065
-273	2868	-35	1590	-337	454	0	54131214	22884101
1931	1856	1391	1234	373	396	0	54131521	22884104
2204	-487	1286	-307	-26	-191	0	54131360	22884112
1598	-2255	1306	-1869	264	-667	0	54131237	22884062
-1118	-2185	-810	-1315	212	-597	0	54131492	22884062
-2194	-1533	-1750	-971	-700	-353	0	54131413	22884062
-2430	889	-1404	553	-138	-3	0	54131263	22884102
-811	2480	-257	1522	39	900	0	54131087	22884064
1410	2429	896	1375	-146	227	0	54131413	22884099
2217	199	1407	-25	245	137	0	54131247	22884054
1713	-1485	989	-729	531	225	0	54131140	22884059
355	-3053	-189	-1813	-95	-585	0	54131423	22884095
-1737	-2023	-1315	-1259	-559	209	0	54131310	22884101
-2471	131	-1431	467	-251	349	0	54131129	22884054
-1520	2064	-916	1204	-210	210	0	54131026	22884101
635	2293	499	983	-347	-57	0	54131289	22884052
2087	1447	1439	989	89	505	0	54131212	22884054
2770	-804	1810	-468	208	-304	0	54131067	22884094
974	-2442	504	-1432	-234	-88	0	54130900	22884098
-515	-2573	7	-1493	57	-523	0	54130837	22884099
1859	1533	903	1013	-151	281	0	54131200	22884103
2311	-869	1139	-749	-69	-307	0	54130960	22884103
1752	-2218	1262	-1538	-82	-198	0	54130909	22884097
-202	-2592	54	-1720	96	-350	0	54130791	22884102
-2460	-1636	-1552	-774	-522	-264	0	54131052	22884098
-2634	162	-1462	-14	-8	288	0	54130976	22884102
-1862	2102	-1092	1254	-272	248	0	54130830	22884100
92	2450	-66	1472	-430	544	0	54130710	22884062
1868	2104	1096	1116	372	200	0	54131025	22884100
2780	118	1630	170	-214	266	0	54130910	22884100
1896	-1604	1226	-730	176	-124	0	54130799	22884105
-103	-2697	-113	-1621	-431	-239	0	54131071	22884103
-952	-2082	-314	-1598	-4	-338	0	54131057	22884056
-2981	-861	-1925	-801	-253	-713	0	54130897	22884098
-2029	1551	-1341	839	-319	17	0	54130734	22884105
-918	2286	-910	1316	-172	-166	0	54130666	22884107
724	2314	518	1332	26	-182	0	54130954	22884108
2213	993	1153	587	7	179	0	54130837	22884108
2811	-677	1579	-173	107	3	0	54130739	22884099
1524	-2415	398	-1389	-72	-447	0	54130537	22884102
-140	-2993	-178	-1615	-2	99	0	54130926	22884099
-1759	-1308	-1001	-356	-253	-294	0	54130743	22884061
-2659	230	-1537	90	-79	30	0	54130676	22884105
-2377	1096	-1461	696	-563	112	0	54130609	22884063
-443	2298	-199	1382	-269	388	0	54130441	22884062
1052	2485	772	1445	92	-103	0	54130786	22884104
2416	1069	1514	635	356	219	0	54130677	22884107
2162	-531	840	-399	44	-295	0	54130534	22884059
1549	-1734	1073	-920	387	-6	0	54130487	22884060
301	-2384	301	-1454	245	-256	0	54130373	22884111
-1322	-2331	-904	-1465	-180	-401	0	54130697	22884107
-2421	-868	-1237	-448	15	40	0	54130590	22884107
-2656	988	-1520	960	-286	376	0	54130434	22884105
-1097	2309	-407	1137	-267	-49	0	54130320	22884109
-105	2715	-175	1355	-257	259	0	54130277	22884107
1451	2045	699	1379	207	257	0	54130628	22884111
2942	878	1520	534	72	-32	0	54130505	22884100
2616	-836	1798	-626	206	-320	0	54130391	22884107
1369	-2125	1015	-935	143	163	0	54130320	22884111
270	-2798	-64	-1366	-22	-4	0	54130630	22884105
-1151	-2809	-777	-1469	311	-397	0	54130561	22884105
-2410	-836	-1496	-314	-344	248	0	54130418	22884113
-2500	902	-1202	622	252	-142	0	54130301	22884111
-1556	2126	-932	1158	-698	46	0	54130231	22884070
128	2892	316	1604	228	48	0	54130538	22884106
1277	2537	703	1613	21	255	0	54130507	22884107
2631	1715	1143	1109	767	555	0	54130447	22884107
2129	-603	1005	-593	205	-351	0	54130227	22884066
2063	-1663	985	-791	-211	217	0	54130200	22884111
341	-3149	253	-1601	471	147	0	54130073	22884105
-913	-2765	-359	-1337	121	-133	0	54130456	22884107
-2779	-1883	-1591	-945	37	-219	0	54130333	22884102
-2439	-665	-1297	-625	-161	-267	0	54130321	22884116
-2265	1459	-971	1127	91	721	0	54130100	22884073
-1005	1799	-559	457	-91	-329	0	54130122	22884068
129	3055	341	1551	125	-79	0	54130394	22884106
1418	1676	580	1072	-336	438	0	54130352	22884072
2624	1504	1358	1044	314	376	0	54130289	22884108
2638	-992	1440	-582	4	-312	0	54130112	22884110
1677	-1947	685	-1275	7	-279	0	54129994	22884115
108	-3074	-268	-1626	-226	48	0	54130337	22884107
-610	-2176	88	-1252	464	116	0	54129922	22884071
-2023	-2413	-1311	-1799	171	-865	0	54130255	22884110
-2462	-406	-1000	166	-232	284	0	54130073	22884118
-2721	473	-1531	285	-323	-125	0	54130069	22884114
-1623	1857	-839	957	-161	65	0	54129955	22884119
-1089	2391	-335	1119	101	-121	0	54129877	22884117
824	2576	486	1398	242	204	0	54130225	22884117
1100	2122	736	1094	198	278	0	54130186	22884124
3057	453	1869	-351	441	-353	0	54129994	22884114
2650	-232	1420	-36	708	-162	0	54130020	22884079
2210	-2536	862	-1234	-326	130	0	54129863	22884109
765	-2197	489	-835	169	137	0	54129845	22884126
-39	-2933	51	-1465	-87	-55	0	54129754	22884114
-1211	-2221	-697	-1051	129	-57	0	54130100	22884122
-2263	-1923	-1787	-917	-543	-203	0	54130021	22884117
-3173	15	-1829	275	-155	-79	0	54129915	22884112
-2437	1123	-1409	657	-139	149	0	54129865	22884120
-1658	1982	-1018	532	-272	-234	0	54129855	22884123
-800	2820	-492	1740	46	642	0	54129716	22884119
-222	-2226	154	-1426	164	-760	0	54129689	22884084
-1685	-2719	-1259	-1409	-489	-101	0	54130000	22884114
-2478	-1852	-1732	-998	-548	-204	0	54129952	22884116
-2849	-37	-1609	-141	35	-251	0	54129879	22884118
-2805	1433	-1523	1049	161	587	0	54129760	22884116
-1976	2252	-1012	1222	-300	-392	0	54129714	22884117
-1117	2527	-487	1197	-153	187	0	54129657	22884119
877	2457	605	1537	195	59	0	54129982	22884122
1298	2136	1212	1268	440	602	0	54129923	22884082
2640	1510	1354	800	-102	164	0	54129882	22884114
2817	329	1369	-7	33	-439	0	54129791	22884119
2595	-1161	1629	-343	-275	357	0	54129757	22884119
1614	-2642	74	-1554	-550	-130	0	54129532	22884117
683	-2919	481	-1455	-71	123	0	54129571	22884117
-63	-2751	299	-1439	217	239	0	54129546	22884122
-1198	-2738	-314	-1370	476	-316	0	54129927	22884121
-2624	-1468	-1378	-374	206	480	0	54129750	22884121
-2739	-521	-1293	-41	-235	199	0	54129712	22884123
-2818	174	-1364	216	-106	366	0	54129680	22884123
-1905	1323	-973	745	271	-77	0	54129593	22884077
1655	-2323	1177	-777	-43	119	0	54129598	22884120
597	-2560	663	-1518	53	0	0	54129500	22884120
-801	-2280	-421	-1168	45	-20	0	54129825	22884129
-1075	-2918	-457	-1432	73	-88	0	54129837	22884117
-2075	-1860	-1221	-864	315	122	0	54129735	22884124
-2334	-453	-1462	-281	-266	-231	0	54129664	22884079
-3026	889	-1284	323	-308	5	0	54129590	22884117
-2427	1820	-1227	1168	-91	36	0	54129501	22884117
-1466	2467	-588	1181	-462	-211	0	54129439	22884122
-215	2646	155	1422	253	92	0	54129797	22884125
568	2335	-14	1027	-164	-151	0	54129363	22884130
1029	2048	213	1312	-531	-48	0	54129788	22884083
2585	1958	1633	1306	623	298	0	54129671	22884118
2705	144	1415	-260	-147	-452	0	54129527	22884125
3114	-337	1676	-401	224	-339	0	54129517	22884119
2021	-1862	635	-1324	-203	-170	0	54129366	22884124
1776	-1991	714	-1305	-350	7	0	54129370	22884126
804	-2719	328	-1589	224	21	0	54129313	22884123
830	-2367	494	-1107	0	-95	0	54129344	22884123
-952	-2813	-268	-1369	256	229	0	54129694	22884122
-1537	-2208	-667	-912	-25	144	0	54129624	22884126
-2430	-1715	-1062	-679	330	-275	0	54129569	22884124
-2417	-512	-1335	-476	-407	-554	0	54129532	22884088
-2749	306	-1677	372	-159	764	0	54129437	22884088
-2606	1893	-1296	943	-66	-175	0	54129364	22884118
-1970	2223	-1128	1171	-472	389	0	54129333	22884124
-874	2915	-458	1689	294	281	0	54129244	22884123
-722	2485	-510	1353	-84	-461	0	54129254	22884131
987	2816	781	1722	-27	578	0	54129574	22884126
1388	2353	596	1039	-122	107	0	54129563	22884128
2287	2202	1565	894	139	-146	0	54129481	22884122
2788	879	1348	517	166	235	0	54129457	22884126
2681	-292	1077	-392	-223	-436	0	54129335	22884131
2494	-867	1074	-283	-446	245	0	54129349	22884132
2495	-1244	1525	-1022	229	-414	0	54129290	22884130
1243	-2920	253	-1226	137	44	0	54129157	22884123
1183	-2276	483	-1452	311	-384	0	54129170	22884135
47	-2642	-695	-1020	-167	312	0	54129467	22884134
66	-2147	170	-1231	184	-163	0	54129137	22884085
-1617	-2938	-357	-1440	363	-202	0	54129527	22884123
2151	2002	1491	1182	285	58	0	54129455	22884128
2325	1006	895	1026	-327	818	0	54129486	22884095
2619	242	1437	118	295	86	0	54129360	22884133
2701	-826	1283	-766	-419	-386	0	54129253	22884132
1853	-1960	647	-986	-167	120	0	54129177	22884132
1877	-2186	453	-1080	-167	-308	0	54129140	22884131
1238	-2865	616	-1365	-4	143	0	54129140	22884127
538	-2683	-128	-1681	-276	-435	0	54129510	22884135
-905	-3210	-643	-1550	-235	-108	0	54129462	22884126
-1078	-1717	-520	-1249	36	-227	0	54129467	22884088
-2149	-2890	-1343	-1258	-35	116	0	54129402	22884121
-2483	-466	-1337	-296	-119	-508	0	54129314	22884092
-2809	-314	-1671	-14	-541	-4	0	54129280	22884134
-2643	764	-1261	540	489	-72	0	54129209	22884135
-2412	1357	-1536	1085	-208	135	0	54129171	22884134
-1880	2131	-1148	975	-278	35	0	54129154	22884134
-1366	2233	-822	1197	-112	181	0	54129109	22884138
-777	3318	-335	1354	-25	104	0	54129042	22884126
-128	2639	-350	1531	-288	423	0	54129033	22884140
695	3374	675	1610	653	140	0	54129381	22884130
897	2236	343	1210	-141	-74	0	54129407	22884144
1686	2109	978	1407	74	269	0	54129355	22884140
2457	960	1393	342	179	-130	0	54129238	22884141
2228	623	1000	153	210	-419	0	54129224	22884097
2626	-179	1314	-147	-48	-137	0	54129180	22884141
2240	-893	1326	-707	200	-449	0	54129114	22884097
2678	-969	1472	-175	38	271	0	54129176	22884137
1588	-2179	562	-1113	246	101	0	54129009	22884140
975	-2598	645	-1070	383	-114	0	54129017	22884140
861	-2984	495	-1436	45	8	0	54128975	22884133
87	-2494	129	-1412	-81	58	0	54128928	22884145
-450	-3013	-230	-1105	-238	295	0	54129332	22884138
-1045	-2638	-355	-1322	187	50	0	54129329	22884140
-1706	-2270	-758	-1106	304	-198	0	54129276	22884141
-2296	-1494	-1128	-902	8	-422	0	54129234	22884143
-2683	-807	-1633	-325	-17	287	0	54129154	22884142
-2313	27	-1201	-85	17	-319	0	54129134	22884097
-2893	443	-1561	67	-361	71	0	54129115	22884140
-2400	1380	-1040	832	376	-272	0	54129005	22884143
-2310	1484	-1332	776	-446	-130	0	54129026	22884143
1789	-2085	557	-1173	-343	107	0	54128953	22884143
1265	-2879	339	-1853	-97	-147	0	54128902	22884136
814	-2774	350	-958	28	488	0	54128924	22884142
1	-2781	-105	-1311	79	229	0	54129306	22884142
-391	-2553	-455	-1415	-55	-81	0	54129274	22884145
-1720	-2392	-700	-1042	300	164	0	54129231	22884141
-1548	-1828	-660	-958	240	-80	0	54129233	22884151
-2758	-1296	-1388	-832	294	-394	0	54129168	22884141
-2125	-883	-1297	-697	-247	77	0	54129163	22884098
-3252	-206	-2112	90	2	456	0	54129073	22884138
-2431	371	-1405	151	-341	-235	0	54129062	22884101
-2724	1178	-1366	802	-504	226	0	54128988	22884143
-1859	1807	-895	627	269	-131	0	54128972	22884148
-2140	2038	-1472	1284	-240	-10	0	54128952	22884142
-1016	2780	-120	1234	20	-144	0	54128821	22884142
-1188	2250	-734	1694	0	538	0	54128868	22884142
-309	3115	-277	1673	-327	197	0	54128820	22884142
1	2579	-213	1505	291	147	0	54128810	22884151
461	2709	541	1227	225	-195	0	54129169	22884149
1254	1948	980	1822	130	672	0	54129161	22884111
-1759	-1799	-1191	-679	-221	297	0	54129101	22884154
-1723	-1691	-1163	-841	-615	-243	0	54129122	22884110
-2388	-1104	-1272	-556	-80	-72	0	54129088	22884150
-2551	-343	-1141	-267	207	-273	0	54129059	22884152
-2743	-487	-1649	-253	-443	-77	0	54129047	22884150
-2912	956	-1636	490	252	4	0	54128972	22884145
-1643	1487	-1127	789	-499	-293	0	54128915	22884111
-2002	2342	-934	1254	-228	312	0	54128862	22884146
-1490	2104	-1060	1328	-258	294	0	54128863	22884154
-1571	2567	-823	1583	-111	-305	0	54128826	22884147
-899	2717	-509	1865	-61	95	0	54128784	22884148
-375	2381	241	1715	561	591	0	54129170	22884115
-26	3114	-36	1666	-144	272	0	54128742	22884145
191	2575	511	1447	31	321	0	54129134	22884154
1756	2234	700	1318	-422	164	0	54129114	22884151
1360	2118	1038	1166	92	-248	0	54129079	22884156
2365	1709	1479	671	383	-127	0	54129014	22884150
2048	1218	1390	880	330	188	0	54129040	22884108
2822	930	1580	310	134	-150	0	54128978	22884148
3339	-5	2249	93	539	-71	0	54128953	22884146
-2590	832	-1558	390	-398	-182	0	54128918	22884154
-2994	394	-1816	606	-486	556	0	54128904	22884152
-2447	1699	-1597	1281	-39	233	0	54128841	22884151
-1778	1522	-744	1252	-156	448	0	54128780	22884113
-1964	1774	-924	1332	154	290	0	54128787	22884157
-1418	2790	-630	1440	32	-82	0	54128749	22884148
-875	2403	-393	1405	-167	99	0	54128719	22884159
-718	2605	-86	1765	-34	579	0	54128675	22884159
-90	2149	82	1577	224	-59	0	54129113	22884109
137	2854	221	2152	261	500	0	54129112	22884156
1084	2531	592	1243	202	233	0	54129060	22884156
1434	2547	964	1415	252	-105	0	54129039	22884154
1819	2046	1101	1212	-183	-308	0	54129021	22884158
2053	1212	1299	718	77	140	0	54128971	22884165
2211	696	1449	94	159	-108	0	54128897	22884167
2056	981	1514	289	336	-73	0	54128918	22884113
3019	-198	2083	316	393	166	0	54128913	22884154
2554	-327	1668	173	296	331	0	54128906	22884162
2949	-1006	1589	-500	319	220	0	54128837	22884154
1834	-1089	1296	-511	460	437	0	54128824	22884121
2100	-1481	1504	-1483	440	-487	0	54128755	22884119
1502	-2441	758	-1441	-246	-331	0	54128700	22884157
1344	-2323	846	-1549	-66	-283	0	54128698	22884160
995	-2404	509	-1792	165	-542	0	54128654	22884117
618	-2125	714	-1133	330	29	0	54128698	22884113
563	-2756	287	-1904	167	-428	0	54128621	22884158
-164	-3095	-204	-2093	54	-529	0	54129034	22884155
-340	-2725	-504	-1851	-484	-255	0	54129012	22884161
-392	-2527	-366	-1663	-306	21	0	54129026	22884164
-1146	-2520	-802	-1600	66	-504	0	54128989	22884162
-1685	-1677	-933	-1081	-275	-547	0	54128952	22884122
-1904	-1634	-1192	-948	-334	228	0	54128927	22884167
-2232	-1530	-1486	-722	-180	376	0	54128893	22884164
-2430	-592	-1504	-246	-276	-288	0	54128845	22884168
-2351	-245	-1233	-237	-33	199	0	54128850	22884171
-2985	113	-2061	93	-77	-77	0	54128811	22884159
-2731	679	-1851	641	-297	-77	0	54128761	22884163
-2758	720	-1648	380	-366	320	0	54128778	22884163
-2156	1834	-1440	1050	-350	16	0	54128707	22884163
-2378	1404	-1328	1174	184	386	0	54128689	22884165
2138	-2300	1264	-1516	160	-534	0	54128670	22884161
1186	-2162	1034	-1098	276	-210	0	54128674	22884171
1589	-2423	1373	-1489	587	-183	0	54128669	22884165
763	-2197	595	-1435	347	-439	0	54128606	22884125
951	-2747	255	-1791	-119	-221	0	54128557	22884162
345	-2305	299	-1563	129	-401	0	54128558	22884122
371	-2507	-45	-1871	103	-511	0	54128977	22884122
-18	-2206	106	-1606	272	-620	0	54128538	22884125
-173	-3155	-285	-2251	75	-563	0	54128960	22884158
-988	-2336	-510	-1556	148	-238	0	54128934	22884167
-887	-2323	-773	-1443	-537	-45	0	54128910	22884121
-2515	-2233	-1549	-1597	-29	-495	0	54128870	22884154
-1968	-1222	-1286	-1046	194	-764	0	54128855	22884126
-2585	-967	-1495	-823	-313	-549	0	54128828	22884164
-2243	-1211	-1847	-913	-217	-205	0	54128823	22884167
-2662	-512	-1796	-224	-488	334	0	54128767	22884166
-2375	-23	-1649	249	-77	-83	0	54128721	22884171
-2670	758	-1804	434	-704	-442	0	54128706	22884126
-2411	702	-1607	328	-557	-22	0	54128710	22884122
-2692	315	-1814	771	-392	555	0	54128674	22884122
2156	-903	1720	-913	792	-603	0	54128661	22884128
2463	-1908	1945	-1258	575	2	0	54128644	22884157
2239	-1354	1523	-1402	325	-476	0	54128614	22884120
1181	-1572	797	-1594	369	-570	0	54128550	22884124
1493	-2118	817	-1640	-261	-624	0	54128545	22884120
743	-2642	533	-2260	155	-716	0	54128500	22884120
1181	-2130	731	-1656	679	-650	0	54128525	22884124
671	-2420	795	-1638	233	-134	0	54128525	22884163
1126	-1925	254	-1745	-84	-415	0	54128466	22884116
380	-2301	684	-1647	444	-409	0	54128502	22884118
423	-2354	33	-1774	121	-706	0	54128432	22884119
-95	-2246	-591	-1524	-693	344	0	54128819	22884120
94	-2463	66	-1715	386	-485	0	54128433	22884116
-294	-1981	-256	-1113	-350	-233	0	54128842	22884114
-486	-2289	-670	-1619	-246	-271	0	54128820	22884111
-740	-2635	-760	-2347	-228	-945	0	54128839	22884119
-1921	-2086	-1185	-1350	5	-338	0	54128775	22884153
-1347	-1790	-1235	-1352	-375	-82	0	54128776	22884110
-1813	-1364	-1143	-824	-23	-310	0	54128748	22884108
-1763	-1510	-1445	-1242	-445	-584	0	54128764	22884115
-2374	-1169	-1542	-601	-320	-323	0	54128709	22884155
-2711	-1106	-1937	-576	-509	24	0	54128697	22884152
-2604	-103	-1620	-135	-460	-63	0	54128663	22884157
-2241	-102	-1399	334	-127	302	0	54128609	22884108
-2829	-296	-2041	-242	-95	-108	0	54128668	22884150
-2401	596	-1437	426	37	-252	0	54128599	22884158
-2727	588	-2077	324	-795	406	0	54128620	22884116
-2422	1499	-1748	1225	-90	369	0	54128540	22884152
-1894	1417	-1386	779	-162	-507	0	54128554	22884112
-2320	1631	-1932	1417	-716	567	0	54128531	22884115
-1961	1526	-1841	910	-825	6	0	54128558	22884115
-1960	1969	-1462	1461	-446	243	0	54128503	22884152
-1701	2580	-1107	1536	-415	278	0	54128473	22884148
-1408	1491	-1094	1417	-160	917	0	54128474	22884120
-1116	1975	-896	1257	-320	333	0	54128464	22884110
-1201	2742	-845	1868	-497	470	0	54128426	22884150
-1191	2722	-527	2014	-69	36	0	54128391	22884148
-462	2269	-330	1749	-438	707	0	54128373	22884118
-784	2109	-602	1795	-118	565	0	54128390	22884114
-577	2268	-515	1358	-117	226	0	54128390	22884162
592	-2469	-104	-1735	-304	-159	0	54128794	22884159
565	-2408	341	-1832	83	-294	0	54128381	22884160
388	-1855	220	-1835	-34	-1013	0	54128364	22884125
-327	-2606	-15	-1944	-25	-538	0	54128797	22884158
-33	-2302	-69	-1808	39	-542	0	54128799	22884114
-733	-2750	-637	-1930	-333	-378	0	54128758	22884154
-1417	-1968	-749	-1558	-113	-256	0	54128742	22884161
-873	-2192	-1065	-2018	-255	-556	0	54128741	22884115
-1419	-2124	-1279	-1342	29	-560	0	54128701	22884113
-1660	-2031	-1344	-1369	-670	-163	0	54128702	22884114
-1629	-1342	-1121	-710	29	-50	0	54128668	22884168
-1529	-1546	-1595	-866	-327	-398	0	54128659	22884113
-2257	-772	-1783	-302	-521	272	0	54128604	22884113
-1699	-728	-1773	-992	-665	-428	0	54128664	22884119
-2988	-1021	-2214	-467	-806	-165	0	54128614	22884148
-2167	226	-1623	0	-607	-238	0	54128614	22884114
-2467	33	-2203	123	-779	183	0	54128575	22884114
-2364	430	-1732	-140	-662	-358	0	54128598	22884114
-2430	-119	-1934	-253	-338	-17	0	54128606	22884158
-2495	772	-1719	436	-199	-28	0	54128542	22884155
2262	-1416	1554	-984	70	-30	0	54128501	22884154
2052	-526	1822	-546	682	70	0	54128546	22884117
2478	-1276	1972	-824	824	-36	0	54128527	22884116
1911	-1929	989	-1785	139	-591	0	54128413	22884156
1542	-1358	1660	-1210	656	-226	0	54128479	22884118
2162	-1914	1356	-1440	200	-732	0	54128447	22884154
1370	-1480	958	-1080	-224	-514	0	54128439	22884115
1622	-1682	1362	-1222	258	-156	0	54128452	22884108
958	-1700	850	-1074	608	-170	0	54128422	22884116
1436	-1250	1234	-1338	404	-546	0	54128429	22884116
1174	-2318	1050	-1814	588	-398	0	54128389	22884113
1084	-2506	1028	-2280	314	-672	0	54128367	22884113
1011	-2093	597	-1795	-437	-1055	0	54128344	22884120
508	-2130	656	-1630	366	14	0	54128348	22884107
1182	-2120	964	-1820	510	-318	0	54128360	22884110
